/Users/irene/Downloads/exam/exam2014/AAl_10_1.txt	55	aver	186	2	3	2	7	13	13	0	1	13	34	6	12	2	0	12	4	6	67	
/Users/irene/Downloads/exam/exam2014/AAl_11_1.txt	50	aver	195	4	2	1	10	14	14	0	5	19	36	1	3	1	0	17	3	8	60	
/Users/irene/Downloads/exam/exam2014/AAl_13_1.txt	75	best	271	5	1	3	11	23	23	0	8	21	33	3	6	3	1	19	2	8	66	
/Users/irene/Downloads/exam/exam2014/AAl_14_1.txt	55	aver	218	3	0	1	10	14	14	0	4	27	46	3	2	0	0	12	3	11	78	
/Users/irene/Downloads/exam/exam2014/AAl_18_1.txt	60	aver	190	2	0	3	9	13	13	0	2	18	39	4	2	1	2	15	3	6	64	
/Users/irene/Downloads/exam/exam2014/AAl_1_1.txt	55	aver	202	4	1	3	11	16	16	0	4	18	36	4	5	2	1	14	3	6	65	
/Users/irene/Downloads/exam/exam2014/AAl_21_1.txt	55	aver	176	2	0	2	8	14	14	0	2	24	30	1	4	0	1	12	4	9	59	
/Users/irene/Downloads/exam/exam2014/AAl_22_1.txt	55	aver	210	6	0	4	11	15	15	0	3	22	49	1	3	3	0	21	4	9	78	
/Users/irene/Downloads/exam/exam2014/AAl_25_1.txt	60	aver	199	2	3	2	13	24	24	0	2	21	25	2	8	0	0	24	3	8	56	
/Users/irene/Downloads/exam/exam2014/AAl_27_1.txt	70	best	200	0	0	1	10	14	14	0	5	25	44	2	6	0	0	12	3	10	77	
/Users/irene/Downloads/exam/exam2014/AAl_28_1.txt	55	aver	187	4	0	2	9	14	14	0	2	24	32	6	7	1	2	15	2	7	70	
/Users/irene/Downloads/exam/exam2014/AAl_29_1.txt	60	aver	178	3	0	2	8	10	10	0	2	26	43	1	3	0	1	12	3	6	73	
/Users/irene/Downloads/exam/exam2014/AAl_30_1.txt	70	best	217	2	1	1	13	19	19	0	4	13	37	3	11	1	1	23	2	5	65	
/Users/irene/Downloads/exam/exam2014/AAl_32_1.txt	65	aver	182	4	2	3	13	19	19	0	1	15	30	3	9	0	1	16	2	8	57	
/Users/irene/Downloads/exam/exam2014/AAl_33_1.txt	55	aver	193	3	0	2	11	17	17	0	2	22	38	1	3	0	0	16	3	7	64	
/Users/irene/Downloads/exam/exam2014/AAl_34_1.txt	65	aver	207	0	2	5	13	18	18	0	5	15	27	4	3	1	0	25	2	6	50	
/Users/irene/Downloads/exam/exam2014/AAl_36_1.txt	55	aver	174	3	1	0	10	14	14	0	4	17	32	1	3	1	0	11	2	8	54	
/Users/irene/Downloads/exam/exam2014/AAl_3_1.txt	60	aver	225	3	4	2	10	22	22	0	0	30	37	4	6	0	1	24	4	7	77	
/Users/irene/Downloads/exam/exam2014/AAl_7_1.txt	50	aver	131	3	1	0	8	9	9	0	2	17	22	4	2	0	2	12	3	12	45	
/Users/irene/Downloads/exam/exam2014/AAl_8_1.txt	55	aver	234	7	0	1	12	16	16	0	6	25	39	1	4	1	0	29	3	10	70	
/Users/irene/Downloads/exam/exam2014/AAl_9_1.txt	55	aver	182	4	0	5	9	12	12	0	2	11	39	2	3	0	2	15	3	7	55	
/Users/irene/Downloads/exam/exam2014/ADe_11_1.txt	65	aver	202	2	3	3	7	12	11	1	2	23	47	2	3	0	0	12	5	7	75	
/Users/irene/Downloads/exam/exam2014/ADe_12_1.txt	65	aver	183	4	2	2	9	15	15	0	1	21	48	4	5	0	0	17	3	11	78	
/Users/irene/Downloads/exam/exam2014/ADe_13_1.txt	60	aver	136	2	0	2	5	8	8	0	1	25	33	1	0	0	0	7	3	7	59	
/Users/irene/Downloads/exam/exam2014/ADe_16_1.txt	65	aver	192	4	4	3	8	17	17	0	4	25	33	3	3	0	2	23	3	10	64	
/Users/irene/Downloads/exam/exam2014/ADe_20_1.txt	55	aver	263	2	5	0	9	24	24	0	4	41	52	3	2	0	2	11	2	9	98	
/Users/irene/Downloads/exam/exam2014/ADe_2_1.txt	65	aver	178	2	0	4	8	15	15	0	1	17	22	2	2	0	1	11	1	10	43	
/Users/irene/Downloads/exam/exam2014/ADe_3_1.txt	60	aver	215	2	6	1	8	22	22	0	1	22	33	5	7	3	1	22	3	8	70	
/Users/irene/Downloads/exam/exam2014/ADe_4_1.txt	65	aver	153	4	1	2	8	13	12	1	1	7	24	2	2	0	0	17	3	8	35	
/Users/irene/Downloads/exam/exam2014/ASt_11_1.txt	60	aver	212	6	2	4	8	14	14	0	4	20	38	2	5	4	0	20	2	10	69	
/Users/irene/Downloads/exam/exam2014/ASt_12_1.txt	55	aver	182	1	0	1	10	14	14	0	4	12	32	4	2	0	0	18	2	8	50	
/Users/irene/Downloads/exam/exam2014/ASt_15_1.txt	60	aver	189	3	0	2	11	15	15	0	4	23	36	3	3	1	1	17	2	8	66	
/Users/irene/Downloads/exam/exam2014/ASt_16_1.txt	65	aver	194	3	1	0	9	11	11	0	1	26	33	3	3	0	1	13	3	7	65	
/Users/irene/Downloads/exam/exam2014/ASt_19_1.txt	60	aver	217	6	0	3	10	14	14	0	0	25	45	3	4	3	0	19	3	10	80	
/Users/irene/Downloads/exam/exam2014/ASt_1_1.txt	60	aver	143	1	1	1	8	12	11	1	3	21	24	4	1	0	0	11	4	8	50	
/Users/irene/Downloads/exam/exam2014/ASt_20_1.txt	60	aver	155	4	1	1	8	16	16	0	4	18	22	4	1	1	0	13	3	9	46	
/Users/irene/Downloads/exam/exam2014/ASt_21_1.txt	70	best	194	0	2	2	8	17	17	0	6	26	34	1	4	0	0	15	4	8	65	
/Users/irene/Downloads/exam/exam2014/ASt_22_1.txt	65	aver	211	3	2	2	9	21	21	0	1	22	27	8	2	0	0	19	3	9	59	
/Users/irene/Downloads/exam/exam2014/ASt_23_1.txt	65	aver	165	2	4	3	7	20	20	0	5	13	21	2	5	0	0	14	1	9	41	
/Users/irene/Downloads/exam/exam2014/ASt_24_1.txt	65	aver	168	3	0	1	11	17	17	0	1	22	22	3	4	0	1	13	2	8	51	
/Users/irene/Downloads/exam/exam2014/ASt_26_1.txt	55	aver	152	1	1	1	8	16	15	1	4	27	30	5	3	0	0	9	3	7	65	
/Users/irene/Downloads/exam/exam2014/ASt_29_1.txt	45	worst	296	10	1	4	12	21	20	1	4	35	47	6	4	3	2	24	2	8	95	
/Users/irene/Downloads/exam/exam2014/ASt_2_1.txt	60	aver	147	2	1	1	8	14	13	1	3	18	21	3	5	0	0	10	4	9	47	
/Users/irene/Downloads/exam/exam2014/ASt_30_1.txt	55	aver	169	0	2	1	5	17	17	0	6	22	22	3	1	0	0	12	4	8	48	
/Users/irene/Downloads/exam/exam2014/ASt_32_1.txt	60	aver	203	1	4	2	10	19	19	0	4	18	23	2	8	1	0	17	2	8	52	
/Users/irene/Downloads/exam/exam2014/ASt_33_1.txt	55	aver	202	5	3	2	8	23	22	1	1	23	29	2	6	2	0	13	3	7	62	
/Users/irene/Downloads/exam/exam2014/ASt_34_1.txt	70	best	165	2	0	4	8	12	12	0	4	20	20	0	3	0	0	8	4	7	43	
/Users/irene/Downloads/exam/exam2014/ASt_36_1.txt	60	aver	169	3	1	5	7	14	13	1	2	27	29	3	8	0	0	16	4	7	67	
